문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
문재인 혐오하고 북한 혐오하는 여자 개 많은데 맘충이라고 꾸역꾸역 쳐 적어서 여혐 일반화하는 좆멍청한 빡대가리 새끼.,0,0,0,0,0,0,0,0,1,0,unsmile_train
페미는 뭔 페미야 ㅋㅋㅋ 그냥 이용한거지,0,0,0,0,0,0,0,0,0,1,unsmile_train
이쯤되면 저 여성부는 무슨짓을해도 이땅에서 안없어질듯 아예 한국인들 목에 개목걸이채우고 동남아애들 손에 쥐어주는 이딴거 시행해도 시행되면 됐지 저새끼들 없어지진 않음 ㅇㅈ해라,1,0,0,1,0,0,0,0,0,0,unsmile_train
"전라도 출신 상남자들 임부택 장군, 장세동 장군, 김관진 장군",0,0,0,0,0,0,0,0,0,1,unsmile_train
만약 광오후가 저런델입사했다면?,0,0,0,0,0,0,0,1,0,0,unsmile_train
그정도면 똥꼬여 ㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0,unsmile_train
으따 나가 잠시 꼴려서 스뽀오츠 좀 한것인디 뭐가 문제여?,0,0,0,0,0,0,0,0,1,0,unsmile_train
시바 이젠우리도 저런 혁명이 필요하다 페미년들 아주 대가리랑 아가리를 찢어야함 이란한테 저런건 배워야함,1,0,0,0,0,0,0,0,0,0,unsmile_train
창녀 씹꿀이네 ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
씨발 세금도 안내는 개새끼들,0,0,0,0,0,0,0,0,1,0,unsmile_train
외국애들 취향 개싸이코많아서 매퇘지보고 스는애들 많다,1,0,0,1,0,0,0,0,0,0,unsmile_train
하나같이 와꾸가 씹창났노. 재기해라 이기야;;,0,0,0,0,0,0,0,0,1,0,unsmile_train
암놈 키우면 보지 좀 찍어서 올려봐라,1,0,0,0,0,0,0,0,0,0,unsmile_train
니 결혼할나이는 한참지났는데 아직도 결혼못하고 여자도 없구나??그치?? 맞지??ㅋㅋ 그러니까 이런글 쓰면서 정신승리하는거고??맞지???그치????ㅋㅋㅋㅋㅋ 결혼은 하고싶어 미치겠는데 여자는없고?? 그치???맞지??ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
맞노 지금 젠더가 문재노?ㅋㅋㅋ 당장 자지 함부로 놀리는 유사인류새끼들이 판치는게 문재다이니야 젠신쓰까꿘충들 머가리는 한참 잘못됐노,0,0,1,0,0,0,0,0,0,0,unsmile_train
병신들 멍청도랑 홍어국의 사투리차이 절묘하게다르다여기서 홍어새끼들의 비열함을알수있지.,0,0,0,0,0,1,0,0,0,0,unsmile_train
후장충ㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0,unsmile_train
베스트가서 주기적으로 읽어야함,0,0,0,0,0,0,0,0,0,1,unsmile_train
꼭 여자들한테 사랑못받은남자들이 난리더라...,0,1,0,0,0,0,0,0,0,0,unsmile_train
80프로가 반대라고? 뭔소리야,0,0,0,0,0,0,0,0,0,1,unsmile_train
개독도 좃같긴하지만 개독까진 인정해준다씹슬람은 척살척결인종청소가 답,0,0,0,1,0,0,1,0,0,0,unsmile_train
명예 로마 제국 시민으로써 개슬람 ㅆㄲ들 존나 다 쳐 죽이고 싶다좆슬람 개씹ㅆㄲ들이 대제국 로마를 역사의 뒤안길로 사라지게 만들었지 개씨발련들........ㅂㄷㅂㄷ,0,0,0,0,0,0,1,0,0,0,unsmile_train
미군에게 후장 벌려준 거 밖에 한 거 없는 새끼들이 무슨 나라를 지킨다고. 한남충 재기해.,0,1,0,0,0,0,0,0,0,0,unsmile_train
그럼반대로 이성애자에게 동성애 강요시 징역행 해야지 왜신촌에서 발가벗고 이성애자들한테 혐오감주냐?,0,0,1,0,0,0,0,0,0,0,unsmile_train
호식이노 ㅋㅋ 오늘로 4일째다 이기,0,0,0,0,0,0,0,0,0,1,unsmile_train
"결코 미화될 수 없는 동성애의 적나라한 단면을 알려주심에 감사합니다. 염안섭 원정님, 백상현 기자님 응원합니다. 진실을 알리는 소리 화이팅!!!",0,0,1,0,0,0,0,0,0,0,unsmile_train
페미는 정신병 ㅇㅇ,1,0,0,0,0,0,0,0,0,0,unsmile_train
페미하는 주제에 한남 하네~,1,1,0,0,0,0,0,0,0,0,unsmile_train
어디 천조국만 그러겠냐세계 어딜가든 마찬가지지조셴징이 해외 나가서 제일 조심해야되는건 조셴징이다센적센은 과학임,0,0,0,1,0,0,0,0,0,0,unsmile_train
난 저사람이 말하는 독립운동가 조상님이 대체 뉘신지 궁금하네요.,0,0,0,0,0,0,0,0,1,0,unsmile_train
오랜만에 정말 공감한다~ 안볼 권리도 보장해줘야지,0,0,0,0,0,0,0,0,0,1,unsmile_train
ㅅㅂ 성차별성차별성차별 지겨워,0,0,0,0,0,0,0,0,1,0,unsmile_train
일단 남자로 입대했으니 제대하고 그다음에 여군으로 입대해라. 애들 장난하는것도 아니고...,0,0,1,0,0,0,0,0,0,0,unsmile_train
사스가 한남충학과교수보이노,0,1,0,0,0,0,0,0,0,0,unsmile_train
와 그래도 동남아 무슬림들은 얌전한 줄 알았는데 아녔네 ㅋㅋㅋㅋ 우리나라에 들어와 있는 동남아 출신 무슬림들도 언제 돌변해서 사람들 참수하고 다닐지 모르겠는걸,0,0,0,1,0,0,1,0,0,0,unsmile_train
ㅅㅂ 진짜 좆버러지새끼들 다 모였네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
1. 애저- 애게부타로 오해됨 2. 한국계집 - 말 좆나기네,1,0,0,0,0,0,0,0,0,0,unsmile_train
홍어새끼들 지랄발광하노,0,0,0,0,0,1,0,0,0,0,unsmile_train
세상좋아졋다 홍어새끼들이 댓글로화도내고,0,0,0,0,0,1,0,0,0,0,unsmile_train
짱깨벌레 새끼들도 저런 마인드다 세계가 자기들 우러러 보는줄암,0,0,0,1,0,0,0,0,0,0,unsmile_train
아니 대체 미국도 아니고 남의 나라 인간이 어떻게 국회의원을 해먹냐,0,0,0,1,0,0,0,0,0,0,unsmile_train
학식충은 남아있다,0,0,0,0,1,0,0,0,0,0,unsmile_train
말이 되는 소릴해야지.,0,0,0,0,0,0,0,0,0,1,unsmile_train
얼굴좀 공개해 왜 가려줘?,0,0,0,0,0,0,0,0,1,0,unsmile_train
딱 딱딱딱 딱딱 딱딱딱딱딱,0,0,0,0,1,0,0,0,0,0,unsmile_train
아니 동성애가 싫을 순 있지만 왜 죽이거나 때리고 그럴까 ㅜㅜ,0,0,1,0,0,0,0,0,0,0,unsmile_train
아내 가 한남대다 씨발,0,0,0,0,0,0,0,0,1,0,unsmile_train
도쿄에 자폭테러로 1000명 정도는 죽어줘야우리나라도 경각심이 생기지.....ㅋㅋㅋㅋ화이팅~ 알라신이시여,0,0,0,1,0,0,1,0,0,0,unsmile_train
실상 어리다고 안즐겼을까성욕폭발 자위하는년들이갱뱅당할때 존나 흥분했을 듯,1,0,0,0,0,0,0,0,0,0,unsmile_train
난민성님 여러분 마음껏 따먹고 다녀주세요 여러분은 불체자 아닙니다 임신시키면 영주권 씹가능? 난민 화이팅!,0,0,0,1,0,0,0,0,0,0,unsmile_train
그냥 일베하는 척만 하는 애들이잖아,0,0,0,0,0,0,0,0,0,1,unsmile_train
예수쟁이들이 나라 다 조진다 쓰레기들,0,0,0,0,0,0,1,0,0,0,unsmile_train
솔까 6.9센치에 박혀서 좋아하는애들이 명기아니냐?메갈애들은 무슨 보지질이 69센치인마냥 드립존ㄴ드럽게 쳐서 별로임,1,1,0,0,0,0,0,0,0,0,unsmile_train
맘충은 맘충을 낳고일베충은 ㅇㄹ베충을 낳는다오! 영원히 이어질 돌아가는 삼각지여,1,0,0,0,0,0,0,0,0,0,unsmile_train
쌍도종자들 열폭하는거 보솤ㅋㅋㅋ 물건너 불리구경 시키줘서 고맙다,0,0,0,0,0,1,0,0,0,0,unsmile_train
"female:협박,비시,거유,털많음",1,0,0,0,0,0,0,0,0,0,unsmile_train
저번에 가로세로 로고송 부르면서 춤추던 잼민이들 붙여줘라,0,0,0,0,0,0,0,0,0,1,unsmile_train
저 나라는 절대 페미가 나댈수가 없는 구조군요,0,0,0,0,0,0,0,0,1,0,unsmile_train
폰 뒤에 그립톡 붙여 쓰세요 그럼 손목 안아파요! 대신 손가락은 좀 아플껄 ... 이제 그립톡 안붙은 폰은 못쓰겠어요 사진도 한손으로 찍을 수 있고 짱편해요!,0,0,0,0,0,0,0,0,0,1,unsmile_train
반일처럼 학교에서 가르친것도 아닌데 ㅋㅋㅋㅋㅋㅋ얼마나 짱깨놈들이 우리한테 피해를 줬으면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0,unsmile_train
원랜 이슬람 아예 입국금지라고 해놓고 말 바꾼거 보소ㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
자랑스럽지 못함. 혼자 즐기면 안될까?,0,0,0,0,0,0,0,0,0,1,unsmile_train
한남: 입에서 나오는 모든말이 거짓말,0,1,0,0,0,0,0,0,0,0,unsmile_train
트젠.동성애 등등 인간에 타락에 단면이다,0,0,1,0,0,0,0,0,0,0,unsmile_train
리얼 진짜 개쌍도 미개하다고 까니까 정신병있다고 하는 새끼들 극혐,0,0,0,0,0,1,0,0,0,0,unsmile_train
미친거아님?,0,0,0,0,0,0,0,0,1,0,unsmile_train
정권유지할려고 아무리 표팔이를 한다해도 이것은 아니지 않냐?,0,0,0,0,0,0,0,0,1,0,unsmile_train
악의적 ㅋㅋ 그냥 보지년 기분 나빠지면 모두 감방행 아니겠노,1,0,0,0,0,0,0,0,0,0,unsmile_train
여자피 여성부에서 만들고 밀었다 여성부부터 폐지하면 알아서 사라진다다문화 주도하는건 어자피 여성부니까 여성부 없애면 다문화도 자연적으로 사라짐,1,0,0,1,0,0,0,0,0,0,unsmile_train
역시기자가 여자ㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
SNS에 올리고 커뮤에 퍼날랐다 이기야 만드느라 고생했노 워추 주노,0,0,0,0,0,0,0,0,0,1,unsmile_train
요원들 불러다 강제로 끌어내릴 수 없는거냐? 뭐 이런 좆같은 경우가 다 있어,0,0,0,0,0,0,0,0,1,0,unsmile_train
무슬림은 애초에 아가리 털면안되는패배 인종인데 인구좀 잇다고 개깝치는게 문제지이상황에서 10~20년뒤가면 어떻게 될꺼같냐 인구청소 시작한다 유럽 미국 자국에서 인구청소 시작성공하면 바로 중동침공해서 돈되는거 다뺏고 여자는 성노예 될뿐3차대전 일어나는기야!~~,0,0,0,1,0,0,0,0,0,0,unsmile_train
걍 노잼이다쟤네 사이트색배합도 좆나 쉰상폐냄새오짐,0,0,0,0,1,0,0,0,0,0,unsmile_train
701아재 ㅋㅋㅋㅋㅋ 아 내가 1군단 운전병이였다,0,0,0,0,0,0,0,0,0,1,unsmile_train
66 꼭 손잡아주던 99 66 남자 경찰분 99 에라이 좆병신 젠신병자댕이노 똥내 조팔,0,1,0,0,0,0,0,1,0,0,unsmile_train
무료 나눔이 제일 병신짓이다받는새끼들이 90프로 거지새끼들이고 거지새끼들은 상식이 없거든예전에 빵공장 휴지공장이런데서 지역주민한테 남는거 다 꽁짜로 나눠줬는데이제는 그냥 전량 폐기한다왜일까?,0,0,0,0,0,0,0,0,1,0,unsmile_train
인권단체는 할게 그렇게 없더냐  에이즈로 나가는 세금이 얼마인지 부터 공개해라!!!! 너네들 땜에 나라 망하게 생겼다!!,0,0,0,0,0,0,0,1,0,0,unsmile_train
오른쪽은 친구인가? 존내 귀엽게 생겼다,0,0,0,0,0,0,0,0,0,1,unsmile_train
아 아줌마 제육시킨거 언제나와요!,0,0,0,0,0,0,0,0,0,1,unsmile_train
나 안 둘 다 똥인것을 꼭 찍어처먹어봐야 아는건가ㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
그따위 한남좆같은 소리를 누가 씨부리노? 윾입 일일히 부둥부둥해주다 보면 웜 분위기 좆창난다 이기야,0,1,0,0,0,0,0,0,0,0,unsmile_train
개종한 이슬람 ㅇㅈ 똥송함좀 없애자,0,0,0,1,0,0,1,0,0,0,unsmile_train
광주에서는 조선족도 전라도스럽게 노네,0,0,0,1,0,1,0,0,0,0,unsmile_train
한국에서 노가다 vs 일본에서 노가다,0,0,0,0,0,0,0,0,0,1,unsmile_train
어엿한 무뇌김치녀로 잘자라주엇다.ㅠㅠ,1,0,0,0,0,0,0,0,0,0,unsmile_train
와 진짜 ㅋㅋㅋ 이젠 말도 안 나온다 ㅋㅋ 진짜 이 보슬국을 어쩌냐?,1,0,0,0,0,0,0,0,0,0,unsmile_train
할게 너무 많아. 게임도해야하고 야동보면서 딸도 쳐야하고.. 취미생활에...,0,0,0,0,0,0,0,0,1,0,unsmile_train
맞노 클릭수 올려주지마라 이런기사 더 쓸확률 높노,0,0,0,0,0,0,0,1,0,0,unsmile_train
질병관리본부가 동성애와 에이즈의 상관관계를 알리지 못하게 하는 국민의 알권리마져 없애는 현정부!!!국민의 건강과 안전과 생명을 지키지 않는 악한 정치!! 역사의 심판대에 분명 서게 될 것이다!!,0,0,1,0,0,0,0,0,0,0,unsmile_train
분탕 틀딱새끼는 로류로,0,0,0,0,1,0,0,0,0,0,unsmile_train
길거리에도 요즘 간간히 스티커도 붙히고 다니더라 정신병자 집단이라서 무시하면됨,0,0,0,0,0,0,0,1,0,0,unsmile_train
애미 몇살이냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
엄지 수술해야되는거 아니노ㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
임대아파트 들어가기 위한 마지막 수단이다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
한국남자는.. 평평하게 덜어낸 것이.. 모던.... 양식이네여........,0,1,0,0,0,0,0,0,0,0,unsmile_train
"적을 만들지 말고 싸우지 말자는 집단이 남자는 홀대하고 여성위주 정책만핌?남여평등이 목표 아니였음? 신체적,생리적 남여가 서로 다름을 인정하고 진정한 평등이 먼지 고민하자고 여성위주정책이 아니라.폐미에 대한 소속감좀 버리고",0,0,0,0,0,0,0,0,1,0,unsmile_train
이단 교회 목사는 진짜 목사가 아니야차라리 한남이 문제라고 해라,0,1,0,0,0,0,0,0,0,0,unsmile_train
밀어버리고싶다,0,0,0,0,0,0,0,0,0,1,unsmile_train
역시 좌좀하고 똥꼬충 꼴페미는 일맥상통한다저기에 굳이 하나 더 추가하자면 앱등이도 포함됨,1,0,1,0,0,0,0,1,0,0,unsmile_train
ㅋㅋ저거느애미애비아님?아,0,0,0,0,0,0,0,0,0,1,unsmile_train
후팔 놈들 더럽고 역겹노,0,0,0,0,0,0,0,0,1,0,unsmile_train
잘생기긴 했네,0,0,0,0,0,0,0,0,0,1,unsmile_train
"꼴불견 국회가 국가 발전하는데 도움이 안된다 계득이다 국민들만 불쌍하다 깨어있어야 한다 국민의 감시는 잘하는가 감시 하여 다음에는 퇴출 합시다,,",0,0,0,0,0,0,0,0,1,0,unsmile_train
? 좋은거아님 어차피 못막는거 활보 못하게 차라리 격리시키는게 낫지,0,0,0,0,0,0,0,0,0,1,unsmile_train
고향은 전라도인데 대구가서 저랬네,0,0,0,0,0,1,0,0,0,0,unsmile_train
동성애. 변태가 평등이냐. 나라꼴 좋다,0,0,1,0,0,0,0,0,0,0,unsmile_train
정신이 늙은 찻잔 속의 새똥 수준!,0,0,0,0,0,0,0,0,0,1,unsmile_train
미국도 아니고 캐나다 사느니 그냥 동남아가서 살지 ㄹㅇ,0,0,0,1,0,0,0,0,0,0,unsmile_train
지 남편 자랑하는거자나 ㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
대깨문 대깨예 탈출은 지능순,0,0,0,0,0,0,0,1,0,0,unsmile_train
"일베에는 그래도 가끔 병.신인척 하는 정상인,위선자라도 있는데 저긴 진짜 병.신밖에 없을듯",0,0,0,0,0,0,0,0,1,0,unsmile_train
하둘희 야동 생각나노..,0,0,0,0,0,0,0,0,0,1,unsmile_train
군대도 안 간 틀딱 새끼들이 전역증 가지고 왈가왈부하는게 맞냐? ㅋㅋ,0,0,0,0,1,0,0,0,0,0,unsmile_train
후팔 개좆이 더 커서 좋아할지도 모른다,0,0,0,0,0,0,0,0,1,0,unsmile_train
난 전에 ㅆㅎㅌㅊ 서열남이 ^한국은 남존여비 국가^라고 자랑스럽게 말하는거 보고 한남들 헬조센 성불평등 다 알고 있구나 싶었노. 그냥 여자들은 자기보다 서열 ㅎㅌㅊ니까 공감,0,1,0,0,0,0,0,0,0,0,unsmile_train
벌레의 닌자놀이에 자적자가 답했다,0,1,0,0,0,0,0,0,0,0,unsmile_train
트젠새끼도 페미인거 아냐?최한빛 그새끼 사상 완전 페미나치 그자체임 ㅋㅋㅋ,1,0,1,0,0,0,0,0,0,0,unsmile_train
니 머리잃어버리면 굴러가서 못찾겠다 진짜 개잘굴러갈듯,0,0,0,0,0,0,0,0,0,1,unsmile_train
근데 솔까 의대다니는새끼들보면 씹찐따가 따로없음,0,0,0,0,0,0,0,1,0,0,unsmile_train
저사람이 보검이라는 이름 지어줬다는 그양난이냐?,1,0,0,1,0,0,0,0,0,0,unsmile_train
늙다리들 지들만 생각하지...  미래고 나발이고 걍 지구  없어져라 ..ㅋ,0,0,0,0,1,0,0,0,0,0,unsmile_train
관음중 ㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
조 ㅈ.데었네.이시국에여행이라.참대단들하셔여,0,0,0,0,0,0,0,0,1,0,unsmile_train
빨갱이들 그냥 다 몽둥이로 흠씬 두들겨패야한다,0,0,0,0,0,0,0,1,0,0,unsmile_train
"예멘 후티반군북한 미사일로 UAE 원전 공격하기도 하고전쟁에 패해서, 결국 떠돌이 난민이 된 혁x전사 심지어 이슬람이 국교인 말레시아에서도 쫓겨남",0,0,0,1,0,0,0,0,0,0,unsmile_train
교회는 돈을 너무 빨아먹어..,0,0,0,0,0,0,1,0,0,0,unsmile_train
똥꼬충새끼들 맨날 제3의성이다 인정해달라 이러면 남탕오지말고 좀꺼져라 제3의성이신분이 왜 남탕을 기어들어오고 지랄,0,0,1,0,0,0,0,0,0,0,unsmile_train
예수..우우우~~~ 신도 또 따먹었어 알고보니 미성년.,0,0,0,0,0,0,1,0,0,0,unsmile_train
"똥남아 새끼들이 말이나 잘 처듣고, 사람답게 행동하면 생각은 그나마 해보겠다만, 강간, 살인, 그리고 온갖 불법 저질르는 새끼들은 우린 필요 없음",0,0,0,1,0,0,0,0,0,0,unsmile_train
따지고 보면 음식은 죄가 없지ㅋㅋ 그짝새끼들이 홍어를 잘처먹어서 그렇지,0,0,0,0,0,1,0,0,0,0,unsmile_train
...이젠 욕도 안나오네 ㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
걍 다 쫓아내야지. 그리고 저딴 벌레 같은 것들은 욕해도 무국적자니깐 모욕죄 성립 안되겠네 ^노^,0,0,0,0,0,0,0,0,1,0,unsmile_train
난 스코치 했는데,0,0,0,0,0,0,0,0,0,1,unsmile_train
세상에서 가장 착한 한국인은 동남아시아 중국 인도 파키스탄 아프리카 중동 온세상 저소득층을 반드시 구제하고야 말겠다는 착한생각으로 착한정책을 실시하고 있습니다. 한국인은 착하거든요,0,0,0,1,0,0,0,0,0,0,unsmile_train
용의자를 저렇게 사진으로 올려도 되는거냐 확정된거도 아닌대,0,0,0,0,0,0,0,0,0,1,unsmile_train
차별금지법 통과되면 이나라는 답이 없다 문씨랑 민주당놈들이 대한민국을 개 박살내는구나 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,1,0,0,0,0,0,0,0,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쿼터젴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
남페미는 쓰레기 유충밖에 없노^느^ 싹다 잘라버리고 갈아버려야 된다 이기 더러운 자지를 감히 어따 비벼대노,0,1,0,0,0,0,0,0,0,0,unsmile_train
그거 함부러 떼면 그자리에서 재기한다지 않노?,0,1,0,0,0,0,0,0,0,0,unsmile_train
나이 37???주름쩌는데...역시 열등감있는여자를 조심해야된다,1,0,0,0,1,0,0,0,0,0,unsmile_train
흑남소추=스몰넷,0,1,0,1,0,0,0,0,0,0,unsmile_train
저런 틀딱새끼들 싸그리 모아서 칼 한 자루 쥐어주고 서로 죽이게 해야함,0,0,0,0,1,0,0,0,0,0,unsmile_train
좆도 뇌도 성장이 유충에서 멈춤. 멍청한 자집애는 군머 10년 말뚝박고 고기방패로 살다 재기따라가야는거 아니냐??,0,1,0,0,0,0,0,0,0,0,unsmile_train
중앙일보? 종양일보? 39호 가수 띄우기? 목사 띄우기? 유투버 띄우기? ㅡ그러다가 고개를 끄덕이게 된 기사인데요. 썩을대로 쩍은 중앙일보에도 이런 기자 있어? 이 기자의 다른 기사도 이럴까? 한번 찾아봐야겠어..,0,0,0,0,0,0,0,1,0,0,unsmile_train
ㅋㅋㅋㅋㅋㅋ 말로조지는거개웃기노,0,0,0,0,0,0,0,0,0,1,unsmile_train
멍청도 탐방할생각은 없는가? ?,0,0,0,0,0,1,0,0,0,0,unsmile_train
똥냐들도 소추 쓰노? 메갈 단어아니노?? ㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
내 마누라 지인 중에 어떤 년은 지 딸래미 화장시키고 옷입혀서 돈벌이로 쓰더라. 애기가 조용한 편이어서 그런거랑 안맞아 힘들어해도 아랑곳없음. 그 년 홍어임.. ㅋㅋ 자식도 노예화.,0,0,0,0,0,1,0,0,0,0,unsmile_train
한남아 신사가 되고싶으냐? 고재기를 따라가라,0,1,0,0,0,0,0,0,0,0,unsmile_train
완전히 썩어 빠졌다 지금까지 자나 깨어 있으나 코로나 방송 하고 있는데 아가리에 물과 바이러스가 같이 들어갈 수 있고 예방한다면 별도로 개인 각자가 해야지 그게 뭐냐 아가리에 배급주는 것도 아니고 더구나 확진자가! 구속시켜라?,0,0,0,0,0,0,0,0,1,0,unsmile_train
돈 있으면 다른나라로 탈조선하고 돈 없으면 하늘나라로 탈조선이네 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
노무딱 마음이 훈훈해지는 기사노,0,0,0,0,0,0,0,0,0,1,unsmile_train
으 발암물질들,0,0,0,0,0,0,0,0,1,0,unsmile_train
일베 메갈 한국페이 아웃,1,0,0,0,0,0,0,1,0,0,unsmile_train
꼭 완전범죄 해야하노 벌레 죽이고 빵 갈 이유가 없노 그런 소설은 시르노,0,0,0,0,0,0,0,0,1,0,unsmile_train
성비 개토나온다 한남충들 페미 싫다면서 페미관련기사에는 페미보다 더 빨리 찾아옴,0,1,0,0,0,0,0,0,0,0,unsmile_train
음 후장적출 가능할듯? 부랄터뜨리기도 가능하노,0,0,0,0,0,0,0,0,1,0,unsmile_train
그저 남의 일로만 보인다 어느쪽도 우리한테 마냥 좋은 넘들이 아님,0,0,0,0,0,0,0,0,1,0,unsmile_train
딱 똥꼬충새끼들 수준을 보여주는거다 뭐 순수한 사랑 플라토닉이고 개지랄을 하지만 결국 관심있는건 자지 후장밖에 없고 똥꼬에 미친 정신병자새끼들임을 지들 스스로 유감없이 보여줌,0,0,1,0,0,0,0,1,0,0,unsmile_train
ㅇㄱㄹㅇ ㅃㅂㅍㅌ,0,0,0,0,0,0,0,0,0,1,unsmile_train
독일 교도소 존나 좋지 않냐?,0,0,0,0,0,0,0,0,0,1,unsmile_train
"1, 2, 3번 다 정상 아니냐?",0,0,0,0,0,0,0,0,0,1,unsmile_train
교회는 그리스에서 철학이 되고 로마에서 제도가 유럽에서는 문화가 되었고 마침내 미국으로 넘어와서는 기업이 되었다. 그리고 한국에선 대기업이 되었음...,0,0,0,0,0,0,1,0,0,0,unsmile_train
진짜 쳐죽이고싶네 개슬람 새끼들,0,0,0,1,0,0,1,0,0,0,unsmile_train
예수 팔이 장사치들...,0,0,0,0,0,0,1,0,0,0,unsmile_train
급무새 새끼들 특징 민증에 잉크도 안마른 96~98새기들임개구리 올챙이시절 생각 못한다고 ㅋㅋ,0,0,0,0,1,0,0,0,0,0,unsmile_train
그사람 퇴역하고 다시 여군으로 지원하라고 해라 남성으로 지원했으니 그게 맞다,0,0,1,0,0,0,0,0,0,0,unsmile_train
나도 급식때 쿨매 스피드하게 선입금함,0,0,0,0,0,0,0,0,0,1,unsmile_train
이슬람사원은 진짜 위험하다. 종교의자유도 좋지만 굳이 이슬람교까지?,0,0,0,0,0,0,1,0,0,0,unsmile_train
볼썽사납게 The Fraud of Feminism 6페미니즘의 사기9라는 자집놈 글이 묻어 있노 제외하고 다운 받아라이기아,0,1,0,0,0,0,0,0,0,0,unsmile_train
보지꾸러기노 ㅋㅋㅋㅋ 유충 옥수수 나가뿌렸노,0,0,0,0,1,0,0,0,0,0,unsmile_train
아 그러냐 미안타 내가 쌍돈데 안하려고 해도 종특인지 자제가 안되그리고 지역구조 때문에 그런줄 몰랐네너 쌍도사냐 왜이리 잘아냐,0,0,0,0,0,1,0,0,0,0,unsmile_train
c&c제네럴잼 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
이새끼 왠지 산스크리트어도 많이 찾아봣을듯 ㅋ 근데 내용이 전부 겉 핥기식이라 딱히 신뢰는 안가네,0,0,0,0,0,0,0,0,1,0,unsmile_train
레즈=남성혐오주의자,0,0,1,0,0,0,0,0,0,0,unsmile_train
솔직히 신의한수에서 살인으로 몰아가니까 가세연은 반대 포지션 잡는걸로 밖에 안보임.추가공개된 cctv만 봐도 이상한거 너무 티나는데 ㅋㅋ물론 살인이라기 보다는 A가 엮인 과실치사에 가깝다고 봄. 근데 그게 시체유기가 되버리면 큰 범죄이니,0,0,0,0,0,0,0,0,0,1,unsmile_train
목사하면 여신도들이랑 무제한 섹스가능?,1,0,0,0,0,0,1,0,0,0,unsmile_train
낙선예약??,0,0,0,0,0,0,0,0,0,1,unsmile_train
"저기 몇번 가본게이들은 알거다 서문시장 정 중앙부에""박근혜 대통령님 억수로 사랑합니데이!""하는 개애미뒤진거 달려있었는데 4월 선거 개발리고 귀신같이 내려갔었움",0,0,0,0,0,0,0,0,0,1,unsmile_train
강간살인범과 동급,0,0,0,0,0,0,0,0,1,0,unsmile_train
발정난거 까지 닮아가냐? ㅋㅋㅋ 얼어죽을 평화의 종교 테러와 강간의 온상이지,0,0,0,0,0,0,1,0,0,0,unsmile_train
코로나 은혜를 받으셨구만... 본인들이 원해서 그리 된건데...,0,0,0,0,0,0,0,0,0,1,unsmile_train
억양에서 라도가 물씬 느껴진다,0,0,0,0,0,1,0,0,0,0,unsmile_train
한심한 한남충들 ㅋㅋㅋㅋ 잘뒤졌노 다른놈들도 퐁당퐁당 따라 계속 뒤지길 바라노 ^^,0,1,0,0,0,0,0,0,0,0,unsmile_train
팝송 좋아해서 tbs efm 자주 듣는데 오전 시간에 하더라원래 에이미라는 백마가 진행하는 프로 있었는데 자스민 때문에 짤린듯,0,0,0,1,0,0,0,0,0,0,unsmile_train
야쿠르트 소매중개인,0,0,0,0,0,0,0,0,0,1,unsmile_train
솔직히 여자 구기 종목은 왜 있는거냐? 남자 학생 수준도 안되는 리그 경기를 만든게 오히려 역차별아님?,1,0,0,0,0,0,0,0,0,0,unsmile_train
가고싶다 진심........들어가서 막 기본 쓰리섬에 보지들한테 강간당하고 싶다..,0,0,0,0,0,0,0,0,1,0,unsmile_train
교사 간호사 공무원 앵나 무시쩔고 어케든 끌어내리려고하는거. 개돼지들 하나같이 이런 직업군에 적대감가지고 잇는게 웃김,0,0,0,0,0,0,0,0,1,0,unsmile_train
